t  1  2  3
0.133000  0.000000  0.000000  0.000000
0.134000  0.000000  0.000000  0.000000
0.135000  0.000000  0.000000  0.000000
0.136000  0.000000  0.000000  0.000000
0.137000  0.000000  0.000000  0.000000
0.138000  0.000000  0.000000  0.000000
0.139000  0.000000  0.000000  0.000000
0.140000  0.000000  0.000000  0.000000
0.141000  0.000000  0.000000  0.000000
0.142000  0.000000  0.000000  0.000000
0.143000  0.000000  0.000000  0.000000
0.144000  0.000000  0.000000  0.000000
0.145000  0.000000  0.000000  0.000000
0.146000  0.000000  0.000000  0.000000
0.147000  0.000000  0.000000  0.000000
0.148000  0.000000  0.000000  0.000000
0.149000  0.000000  0.000000  0.000000
0.150000  0.000000  0.000000  0.000000
0.151000  0.000000  0.000000  0.000000
0.152000  0.000000  0.000000  0.000000
0.153000  0.000000  0.000000  0.000000
0.154000  0.000000  0.000000  0.000000
0.155000  0.000000  0.000000  0.000000
0.156000  0.000000  0.000000  0.000000
0.157000  0.000000  0.000000  0.000000
0.158000  0.000000  0.000000  0.000000
0.159000  0.000000  0.000000  0.000000
0.160000  0.000000  0.000000  0.000000
0.161000  0.000000  0.000000  0.000000
0.162000  0.000000  0.000000  0.000000
0.163000  0.000000  0.000000  0.000000
0.164000  0.000000  0.000000  0.000000
0.165000  0.000000  0.000000  0.000000
0.166000  0.000000  0.000000  0.000000
0.167000  0.000000  0.000000  0.000000
0.168000  0.000000  0.000000  0.000000
0.169000  0.000000  0.000000  0.000000
0.170000  0.000000  0.000000  0.000000
0.171000  0.000000  0.000000  0.000000
0.172000  0.000000  0.000000  0.000000
0.173000  0.000000  0.000000  0.000000
0.174000  0.000000  0.000000  0.000000
0.175000  0.000000  0.000000  0.000000
0.176000  0.000000  0.000000  0.000000
0.177000  0.000000  0.000000  0.000000
0.178000  0.000000  0.000000  0.000000
0.179000  0.000000  0.000000  0.000000
0.180000  0.000000  0.000000  0.000000
0.181000  0.000000  0.000000  0.000000
0.182000  0.000000  0.000000  0.000000
0.183000  0.000000  0.000000  0.000000
0.184000  0.000000  0.000000  0.000000
0.185000  0.000000  0.000000  0.000000
0.186000  0.000000  0.000000  0.000000
0.187000  0.000000  0.000000  0.000000
0.188000  0.000000  0.000000  0.000000
0.189000  0.000000  0.000000  0.000000
0.190000  0.000000  0.000000  0.000000
0.191000  0.000000  0.000000  0.000000
0.192000  0.000000  0.000000  0.000000
0.193000  0.000000  0.000000  0.000000
0.194000  0.000000  0.000000  0.000000
0.195000  0.000000  0.000000  0.000000
0.196000  0.000000  0.000000  0.000000
0.197000  0.000000  0.000000  0.000000
0.198000  0.000000  0.000000  0.000000
0.199000  0.000000  0.000000  0.000000
0.200000  0.000000  0.000000  0.000000
0.201000  0.000000  0.000000  0.000000
0.202000  0.000000  0.000000  0.000000
0.203000  0.000000  0.000000  0.000000
0.204000  0.000000  0.000000  0.000000
0.205000  0.000000  0.000000  0.000000
0.206000  0.000000  0.000000  0.000000
0.207000  0.000000  0.000000  0.000000
0.208000  0.000000  0.000000  0.000000
0.209000  0.000000  0.000000  0.000000
0.210000  0.000000  0.000000  0.000000
0.211000  0.000000  0.000000  0.000000
0.212000  0.000000  0.000000  0.000000
0.213000  0.000000  0.000000  0.000000
0.214000  0.000000  0.000000  0.000000
0.215000  0.000000  0.000000  0.000000
0.216000  0.000000  0.000000  0.000000
0.217000  0.000000  0.000000  0.000000
0.218000  0.000000  0.000000  0.000000
0.219000  0.000000  0.000000  0.000000
0.220000  0.000000  0.000000  0.000000
0.221000  0.000000  0.000000  0.000000
0.222000  0.000000  0.000000  0.000000
0.223000  0.000000  0.000000  0.000000
0.224000  0.000000  0.000000  0.000000
0.225000  0.000000  0.000000  0.000000
0.226000  0.000000  0.000000  0.000000
0.227000  0.000000  0.000000  0.000000
0.228000  0.000000  0.000000  0.000000
0.229000  0.000000  0.000000  0.000000
0.230000  0.000000  0.000000  0.000000
0.231000  0.000000  0.000000  0.000000
0.232000  0.000000  0.000000  0.000000
0.233000  0.000000  0.000000  0.000000
0.234000  0.000000  0.000000  0.000000
0.235000  0.000000  0.000000  0.000000
0.236000  0.000000  0.000000  0.000000
0.237000  0.000000  0.000000  0.000000
0.238000  0.000000  0.000000  0.000000
0.239000  0.000000  0.000000  0.000000
0.240000  0.000000  0.000000  0.000000
0.241000  0.000000  0.000000  0.000000
0.242000  0.000000  0.000000  0.000000
0.243000  0.000000  0.000000  0.000000
0.244000  0.000000  0.000000  0.000000
0.245000  0.000000  0.000000  0.000000
0.246000  0.000000  0.000000  0.000000
0.247000  0.000000  0.000000  0.000000
0.248000  0.000000  0.000000  0.000000
0.249000  0.000000  0.000000  0.000000
0.250000  0.000000  0.000000  0.000000
0.251000  0.000000  0.000000  0.000000
0.252000  0.000000  0.000000  0.000000
0.253000  0.000000  0.000000  0.000000
0.254000  0.000000  0.000000  0.000000
0.255000  0.000000  0.000000  0.000000
0.256000  0.000000  0.000000  0.000000
0.257000  0.000000  0.000000  0.000000
0.258000  0.000000  0.000000  0.000000
0.259000  0.000000  0.000000  0.000000
0.260000  0.000000  0.000000  0.000000
0.261000  0.000000  0.000000  0.000000
0.262000  0.000000  0.000000  0.000000
0.263000  0.000000  0.000000  0.000000
0.264000  0.000000  0.000000  0.000000
0.265000  0.000000  0.000000  0.000000
0.266000  0.000000  0.000000  0.000000
0.267000  0.000000  0.000000  0.000000
0.268000  0.000000  0.000000  0.000000
0.269000  0.000000  0.000000  0.000000
0.270000  0.000000  0.000000  0.000000
0.271000  0.000000  0.000000  0.000000
0.272000  0.000000  0.000000  0.000000
0.273000  0.000000  0.000000  0.000000
0.274000  0.000000  0.000000  0.000000
0.275000  0.000000  0.000000  0.000000
0.276000  0.000000  0.000000  0.000000
0.277000  0.000000  0.000000  0.000000
0.278000  0.000000  0.000000  0.000000
0.279000  0.000000  0.000000  0.000000
0.280000  0.000000  0.000000  0.000000
0.281000  0.000000  0.000000  0.000000
0.282000  0.000000  0.000000  0.000000
0.283000  0.000000  0.000000  0.000000
0.284000  0.000000  0.000000  0.000000
0.285000  0.000000  0.000000  0.000000
0.286000  0.000000  0.000000  0.000000
0.287000  0.000000  0.000000  0.000000
0.288000  0.000000  0.000000  0.000000
0.289000  0.000000  0.000000  0.000000
0.290000  0.000000  0.000000  0.000000
0.291000  0.000000  0.000000  0.000000
0.292000  0.000000  0.000000  0.000000
0.293000  0.000000  0.000000  0.000000
0.294000  0.000000  0.000000  0.000000
0.295000  0.000000  0.000000  0.000000
0.296000  0.000000  0.000000  0.000000
0.297000  0.000000  0.000000  0.000000
0.298000  0.000000  0.000000  0.000000
0.299000  0.000000  0.000000  0.000000
0.300000  0.000000  0.000000  0.000000
0.301000  0.000000  0.000000  0.000000
0.302000  0.000000  0.000000  0.000000
0.303000  0.000000  0.000000  0.000000
0.304000  0.000000  0.000000  0.000000
0.305000  0.000000  0.000000  0.000000
0.306000  0.000000  0.000000  0.000000
0.307000  0.000000  0.000000  0.000000
0.308000  0.000000  0.000000  0.000000
0.309000  0.000000  0.000000  0.000000
0.310000  0.000000  0.000000  0.000000
0.311000  0.000000  0.000000  0.000000
0.312000  0.000000  0.000000  0.000000
0.313000  0.000000  0.000000  0.000000
0.314000  0.000000  0.000000  0.000000
0.315000  0.000000  0.000000  0.000000
0.316000  0.000000  0.000000  0.000000
0.317000  0.000000  0.000000  0.000000
0.318000  0.000000  0.000000  0.000000
0.319000  0.000000  0.000000  0.000000
0.320000  0.000000  0.000000  0.000000
0.321000  0.000000  0.000000  0.000000
0.322000  0.000000  0.000000  0.000000
0.323000  0.000000  0.000000  0.000000
0.324000  0.000000  0.000000  0.000000
0.325000  0.000000  0.000000  0.000000
0.326000  0.000000  0.000000  0.000000
0.327000  0.000000  0.000000  0.000000
0.328000  0.000000  0.000000  0.000000
0.329000  0.000000  0.000000  0.000000
0.330000  0.000000  0.000000  0.000000
0.331000  0.000000  0.000000  0.000000
0.332000  0.000000  0.000000  0.000000
0.333000  0.000000  0.000000  0.000000
0.334000  0.000000  0.000000  0.000000
0.335000  0.000000  0.000000  0.000000
0.336000  0.000000  0.000000  0.000000
0.337000  0.000000  0.000000  0.000000
0.338000  0.000000  0.000000  0.000000
0.339000  0.000000  0.000000  0.000000
0.340000  0.000000  0.000000  0.000000
0.341000  0.000000  0.000000  0.000000
0.342000  0.000000  0.000000  0.000000
0.343000  0.000000  0.000000  0.000000
0.344000  0.000000  0.000000  0.000000
0.345000  0.000000  0.000000  0.000000
0.346000  0.000000  0.000000  0.000000
0.347000  0.000000  0.000000  0.000000
0.348000  0.000000  0.000000  0.000000
0.349000  0.000000  0.000000  0.000000
0.350000  0.000000  0.000000  0.000000
0.351000  0.000000  0.000000  0.000000
0.352000  0.000000  0.000000  0.000000
0.353000  0.000000  0.000000  0.000000
0.354000  0.000000  0.000000  0.000000
0.355000  0.000000  0.000000  0.000000
0.356000  0.000000  0.000000  0.000000
0.357000  0.000000  0.000000  0.000000
0.358000  0.000000  0.000000  0.000000
0.359000  0.000000  0.000000  0.000000
0.360000  0.000000  0.000000  0.000000
0.361000  0.000000  0.000000  0.000000
0.362000  0.000000  0.000000  0.000000
0.363000  0.000000  0.000000  0.000000
0.364000  0.000000  0.000000  0.000000
0.365000  0.000000  0.000000  0.000000
0.366000  0.000000  0.000000  0.000000
0.367000  0.000000  0.000000  0.000000
0.368000  0.000000  0.000000  0.000000
0.369000  0.000000  0.000000  0.000000
0.370000  0.000000  0.000000  0.000000
0.371000  0.000000  0.000000  0.000000
0.372000  0.000000  0.000000  0.000000
0.373000  0.000000  0.000000  0.000000
0.374000  0.000000  0.000000  0.000000
0.375000  0.000000  0.000000  0.000000
0.376000  0.000000  0.000000  0.000000
0.377000  0.000000  0.000000  0.000000
0.378000  0.000000  0.000000  0.000000
0.379000  0.000000  0.000000  0.000000
0.380000  0.000000  0.000000  0.000000
0.381000  0.000000  0.000000  0.000000
0.382000  0.000000  0.000000  0.000000
0.383000  0.000000  0.000000  0.000000
0.384000  0.000000  0.000000  0.000000
0.385000  0.000000  0.000000  0.000000
0.386000  0.000000  0.000000  0.000000
0.387000  0.000000  0.000000  0.000000
0.388000  0.000000  0.000000  0.000000
0.389000  0.000000  0.000000  0.000000
0.390000  0.000000  0.000000  0.000000
0.391000  0.000000  0.000000  0.000000
0.392000  0.000000  0.000000  0.000000
0.393000  0.000000  0.000000  0.000000
0.394000  0.000000  0.000000  0.000000
0.395000  0.000000  0.000000  0.000000
0.396000  0.000000  0.000000  0.000000
0.397000  0.000000  0.000000  0.000000
0.398000  0.000000  0.000000  0.000000
0.399000  0.000000  0.000000  0.000000
0.400000  0.000000  0.000000  0.000000
0.401000  0.000000  0.000000  0.000000
0.402000  0.000000  0.000000  0.000000
0.403000  0.000000  0.000000  0.000000
0.404000  0.000000  0.000000  0.000000
0.405000  0.000000  0.000000  0.000000
0.406000  0.000000  0.000000  0.000000
0.407000  0.000000  0.000000  0.000000
0.408000  0.000000  0.000000  0.000000
0.409000  0.000000  0.000000  0.000000
0.410000  0.000000  0.000000  0.000000
0.411000  0.000000  0.000000  0.000000
0.412000  0.000000  0.000000  0.000000
0.413000  0.000000  0.000000  0.000000
0.414000  0.000000  0.000000  0.000000
0.415000  0.000000  0.000000  0.000000
0.416000  0.000000  0.000000  0.000000
0.417000  0.000000  0.000000  0.000000
0.418000  0.000000  0.000000  0.000000
0.419000  0.000000  0.000000  0.000000
0.420000  0.000000  0.000000  0.000000
0.421000  0.000000  0.000000  0.000000
0.422000  0.000000  0.000000  0.000000
0.423000  0.000000  0.000000  0.000000
0.424000  0.000000  0.000000  0.000000
0.425000  0.000000  0.000000  0.000000
0.426000  0.000000  0.000000  0.000000
0.427000  0.000000  0.000000  0.000000
0.428000  0.000000  0.000000  0.000000
0.429000  0.000000  0.000000  0.000000
0.430000  0.000000  0.000000  0.000000
0.431000  0.000000  0.000000  0.000000
0.432000  0.000000  0.000000  0.000000
0.433000  0.000000  0.000000  0.000000
0.434000  0.000000  0.000000  0.000000
0.435000  0.000000  0.000000  0.000000
0.436000  0.000000  0.000000  0.000000
0.437000  0.000000  0.000000  0.000000
0.438000  0.000000  0.000000  0.000000
0.439000  0.000000  0.000000  0.000000
0.440000  0.000000  0.000000  0.000000
0.441000  0.000000  0.000000  0.000000
0.442000  0.000000  0.000000  0.000000
0.443000  0.000000  0.000000  0.000000
0.444000  0.000000  0.000000  0.000000
0.445000  0.000000  0.000000  0.000000
0.446000  0.000000  0.000000  0.000000
0.447000  0.000000  0.000000  0.000000
0.448000  0.000000  0.000000  0.000000
0.449000  0.000000  0.000000  0.000000
0.450000  0.000000  0.000000  0.000000
0.451000  0.000000  0.000000  0.000000
0.452000  0.000000  0.000000  0.000000
0.453000  0.000000  0.000000  0.000000
0.454000  0.000000  0.000000  0.000000
0.455000  0.000000  0.000000  0.000000
0.456000  0.000000  0.000000  0.000000
0.457000  0.000000  0.000000  0.000000
0.458000  0.000000  0.000000  0.000000
0.459000  0.000000  0.000000  0.000000
0.460000  0.000000  0.000000  0.000000
0.461000  0.000000  0.000000  0.000000
0.462000  0.000000  0.000000  0.000000
0.463000  0.000000  0.000000  0.000000
0.464000  0.000000  0.000000  0.000000
0.465000  0.000000  0.000000  0.000000
0.466000  0.000000  0.000000  0.000000
0.467000  0.000000  0.000000  0.000000
0.468000  0.000000  0.000000  0.000000
0.469000  0.000000  0.000000  0.000000
0.470000  0.000000  0.000000  0.000000
0.471000  0.000000  0.000000  0.000000
0.472000  0.000000  0.000000  0.000000
0.473000  0.000000  0.000000  0.000000
0.474000  0.000000  0.000000  0.000000
0.475000  0.000000  0.000000  0.000000
0.476000  0.000000  0.000000  0.000000
0.477000  0.000000  0.000000  0.000000
0.478000  0.000000  0.000000  0.000000
0.479000  0.000000  0.000000  0.000000
0.480000  0.000000  0.000000  0.000000
0.481000  0.000000  0.000000  0.000000
0.482000  0.000000  0.000000  0.000000
0.483000  0.000000  0.000000  0.000000
0.484000  0.000000  0.000000  0.000000
0.485000  0.000000  0.000000  0.000000
0.486000  0.000000  0.000000  0.000000
0.487000  0.000000  0.000000  0.000000
0.488000  0.000000  0.000000  0.000000
0.489000  0.000000  0.000000  0.000000
0.490000  0.000000  0.000000  0.000000
0.491000  0.000000  0.000000  0.000000
0.492000  0.000000  0.000000  0.000000
0.493000  0.000000  0.000000  0.000000
0.494000  0.000000  0.000000  0.000000
0.495000  0.000000  0.000000  0.000000
0.496000  0.000000  0.000000  0.000000
0.497000  0.000000  0.000000  0.000000
0.498000  0.000000  0.000000  0.000000
0.499000  0.000000  0.000000  0.000000
0.500000  0.000000  0.000000  0.000000
0.501000  0.000000  0.000000  0.000000
0.502000  0.000000  0.000000  0.000000
0.503000  0.000000  0.000000  0.000000
0.504000  0.000000  0.000000  0.000000
0.505000  0.000000  0.000001  0.000000
0.506000  0.000000  0.000001  0.000000
0.507000  0.000000  0.000001  0.000000
0.508000  0.000000  0.000001  0.000000
0.509000  0.000000  0.000001  0.000000
0.510000  0.000000  0.000001  0.000000
0.511000  0.000000  0.000001  0.000000
0.512000  0.000000  0.000001  0.000000
0.513000  0.000000  0.000001  0.000000
0.514000  0.000000  0.000001  0.000000
0.515000  0.000000  0.000001  0.000000
0.516000  0.000000  0.000001  0.000000
0.517000  0.000000  0.000001  0.000000
0.518000  0.000000  0.000001  0.000000
0.519000  0.000000  0.000001  0.000000
0.520000  0.000000  0.000001  0.000000
0.521000  0.000000  0.000001  0.000000
0.522000  0.000000  0.000002  0.000000
0.523000  0.000000  0.000002  0.000000
0.524000  0.000000  0.000002  0.000000
0.525000  0.000000  0.000002  0.000000
0.526000  0.000000  0.000002  0.000000
0.527000  0.000000  0.000002  0.000000
0.528000  0.000000  0.000002  0.000000
0.529000  0.000000  0.000002  0.000000
0.530000  0.000000  0.000003  0.000000
0.531000  0.000000  0.000003  0.000000
0.532000  0.000000  0.000003  0.000000
0.533000  0.000000  0.000003  0.000000
0.534000  0.000000  0.000003  0.000000
0.535000  0.000000  0.000003  0.000000
0.536000  0.000000  0.000004  0.000000
0.537000  0.000000  0.000004  0.000000
0.538000  0.000000  0.000004  0.000000
0.539000  0.000000  0.000004  0.000000
0.540000  0.000000  0.000005  0.000000
0.541000  0.000000  0.000005  0.000000
0.542000  0.000000  0.000005  0.000000
0.543000  0.000000  0.000006  0.000000
0.544000  0.000000  0.000006  0.000000
0.545000  0.000000  0.000006  0.000000
0.546000  0.000000  0.000007  0.000000
0.547000  0.000000  0.000007  0.000000
0.548000  0.000000  0.000008  0.000000
0.549000  0.000000  0.000008  0.000000
0.550000  0.000000  0.000009  0.000000
0.551000  0.000000  0.000009  0.000000
0.552000  0.000000  0.000010  0.000000
0.553000  0.000000  0.000010  0.000000
0.554000  0.000000  0.000011  0.000000
0.555000  0.000000  0.000012  0.000000
0.556000  0.000000  0.000013  0.000000
0.557000  0.000000  0.000013  0.000000
0.558000  0.000000  0.000014  0.000000
0.559000  0.000000  0.000015  0.000000
0.560000  0.000000  0.000016  0.000000
0.561000  0.000000  0.000017  0.000000
0.562000  0.000000  0.000018  0.000000
0.563000  0.000000  0.000019  0.000000
0.564000  0.000000  0.000020  0.000000
0.565000  0.000000  0.000021  0.000000
0.566000  0.000000  0.000023  0.000000
0.567000  0.000000  0.000024  0.000000
0.568000  0.000000  0.000025  0.000000
0.569000  0.000000  0.000027  0.000000
0.570000  0.000000  0.000028  0.000000
0.571000  0.000000  0.000030  0.000000
0.572000  0.000000  0.000032  0.000000
0.573000  0.000000  0.000034  0.000000
0.574000  0.000000  0.000036  0.000000
0.575000  0.000000  0.000038  0.000000
0.576000  0.000000  0.000040  0.000000
0.577000  0.000000  0.000042  0.000000
0.578000  0.000000  0.000044  0.000000
0.579000  0.000000  0.000047  0.000000
0.580000  0.000000  0.000050  0.000000
0.581000  0.000000  0.000052  0.000000
0.582000  0.000000  0.000055  0.000000
0.583000  0.000000  0.000059  0.000000
0.584000  0.000000  0.000062  0.000000
0.585000  0.000000  0.000065  0.000000
0.586000  0.000000  0.000069  0.000000
0.587000  0.000000  0.000073  0.000000
0.588000  0.000000  0.000077  0.000000
0.589000  0.000000  0.000081  0.000000
0.590000  0.000000  0.000085  0.000000
0.591000  0.000000  0.000090  0.000000
0.592000  0.000000  0.000095  0.000000
0.593000  0.000000  0.000100  0.000000
0.594000  0.000000  0.000105  0.000000
0.595000  0.000000  0.000111  0.000000
0.596000  0.000000  0.000117  0.000000
0.597000  0.000000  0.000123  0.000000
0.598000  0.000000  0.000130  0.000000
0.599000  0.000000  0.000137  0.000000
0.600000  0.000000  0.000144  0.000000
0.601000  0.000000  0.000151  0.000000
0.602000  0.000000  0.000159  0.000000
0.603000  0.000000  0.000167  0.000000
0.604000  0.000000  0.000176  0.000000
0.605000  0.000000  0.000185  0.000000
0.606000  0.000000  0.000194  0.000000
0.607000  0.000000  0.000204  0.000000
0.608000  0.000000  0.000215  0.000000
0.609000  0.000000  0.000225  0.000000
0.610000  0.000000  0.000237  0.000000
0.611000  0.000000  0.000249  0.000000
0.612000  0.000000  0.000261  0.000000
0.613000  0.000000  0.000274  0.000000
0.614000  0.000000  0.000287  0.000000
0.615000  0.000000  0.000301  0.000000
0.616000  0.000000  0.000316  0.000000
0.617000  0.000000  0.000331  0.000000
0.618000  0.000000  0.000347  0.000000
0.619000  0.000000  0.000364  0.000000
0.620000  0.000000  0.000382  0.000000
0.621000  0.000000  0.000400  0.000000
0.622000  0.000000  0.000419  0.000000
0.623000  0.000000  0.000438  0.000000
0.624000  0.000000  0.000459  0.000000
0.625000  0.000000  0.000480  0.000000
0.626000  0.000000  0.000503  0.000000
0.627000  0.000000  0.000526  0.000000
0.628000  0.000000  0.000550  0.000000
0.629000  0.000000  0.000575  0.000000
0.630000  0.000000  0.000601  0.000000
0.631000  0.000000  0.000628  0.000000
0.632000  0.000000  0.000656  0.000000
0.633000  0.000000  0.000686  0.000000
0.634000  0.000000  0.000716  0.000000
0.635000  0.000000  0.000748  0.000000
0.636000  0.000000  0.000781  0.000000
0.637000  0.000000  0.000815  0.000000
0.638000  0.000000  0.000850  0.000000
0.639000  0.000000  0.000887  0.000000
0.640000  0.000000  0.000925  0.000000
0.641000  0.000000  0.000965  0.000000
0.642000  0.000000  0.001006  0.000000
0.643000  0.000000  0.001049  0.000000
0.644000  0.000000  0.001093  0.000000
0.645000  0.000000  0.001138  0.000000
0.646000  0.000000  0.001186  0.000000
0.647000  0.000000  0.001235  0.000000
0.648000  0.000000  0.001285  0.000000
0.649000  0.000000  0.001338  0.000000
0.650000  0.000000  0.001392  0.000000
0.651000  0.000000  0.001448  0.000000
0.652000  0.000000  0.001506  0.000000
0.653000  0.000000  0.001566  0.000000
0.654000  0.000000  0.001628  0.000000
0.655000  0.000000  0.001693  0.000000
0.656000  0.000000  0.001759  0.000000
0.657000  0.000000  0.001827  0.000000
0.658000  0.000000  0.001898  0.000000
0.659000  0.000000  0.001971  0.000000
0.660000  0.000000  0.002046  0.000000
0.661000  0.000000  0.002124  0.000000
0.662000  0.000000  0.002204  0.000000
0.663000  0.000000  0.002286  0.000000
0.664000  0.000000  0.002372  0.000000
0.665000  0.000000  0.002459  0.000000
0.666000  0.000001  0.002550  0.000000
0.667000  0.000001  0.002643  0.000000
0.668000  0.000001  0.002739  0.000000
0.669000  0.000001  0.002838  0.000000
0.670000  0.000001  0.002939  0.000000
0.671000  0.000001  0.003044  0.000000
0.672000  0.000001  0.003151  0.000000
0.673000  0.000001  0.003262  0.000000
0.674000  0.000001  0.003376  0.000000
0.675000  0.000001  0.003493  0.000000
0.676000  0.000001  0.003613  0.000000
0.677000  0.000001  0.003737  0.000000
0.678000  0.000001  0.003864  0.000000
0.679000  0.000001  0.003994  0.000000
0.680000  0.000001  0.004128  0.000000
0.681000  0.000001  0.004265  0.000000
0.682000  0.000001  0.004406  0.000000
0.683000  0.000001  0.004550  0.000000
0.684000  0.000001  0.004699  0.000000
0.685000  0.000001  0.004851  0.000000
0.686000  0.000001  0.005006  0.000000
0.687000  0.000001  0.005166  0.000000
0.688000  0.000001  0.005330  0.000000
0.689000  0.000001  0.005497  0.000000
0.690000  0.000001  0.005669  0.000000
0.691000  0.000001  0.005845  0.000000
0.692000  0.000001  0.006025  0.000000
0.693000  0.000001  0.006209  0.000000
0.694000  0.000001  0.006397  0.000000
0.695000  0.000001  0.006590  0.000000
0.696000  0.000001  0.006787  0.000000
0.697000  0.000001  0.006988  0.000000
0.698000  0.000001  0.007194  0.000000
