EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,Label
  86.043   52.881   61.231   95.475    0.273   77.169   -0.015    1.856   32.636  202.068    2.432   -0.419    0.000 0
 138.149   69.197   58.607  129.848    0.941  120.276    3.811    1.886   71.435  384.916    2.447    1.408    0.000 1
 137.457    3.018   74.670   81.705    5.954  775.772   -8.854    2.625    1.942  157.231    1.193    0.873    0.824 1
  89.936   66.051   41.885  139.976    3.684  541.097   -3.393    1.289   51.826  337.067    2.827    1.163    0.685 0
  98.791   60.777   57.052  216.866    2.755  437.047   -1.649    0.965   30.073  456.268    0.507    0.957    0.508 0
  73.430   11.694   32.990  423.206    1.411  365.350    1.576    0.532   74.163  710.694    2.520    1.141    0.275 0
 104.583   20.696   67.721  120.228    4.009  484.824   -2.834    2.173    3.564  224.213    3.420    1.262    0.948 1
  93.719    1.003   52.116  125.672    0.545   95.996    0.103    1.265   30.717  222.563    0.496    0.976    0.000 1
 128.184    4.051   97.136   79.334    5.282  699.350   -6.876    2.346    2.625  169.267    1.643    0.639    0.429 1
 143.520  104.148   90.768   45.059    5.008  660.528   -5.973    2.363    2.760  206.164    2.430   -0.233    0.992 1
 149.690   51.286   72.860  141.467    0.781  147.860    0.088    1.852    9.700  320.287    0.685    1.409    0.000 0
 246.203   98.119  217.274   96.911    3.045  244.329    3.386    2.410   23.078  282.484    0.710   -1.377    0.045 0
 132.024   64.551   77.467  172.127    3.833  630.088   -2.462    1.590   32.976  330.245    0.515    0.946    0.985 1
 122.864    7.516   66.148  167.727    1.692  199.469    0.054    1.226   29.426  332.352    0.505    0.861    0.441 1
 164.246   22.365  112.483   17.039    2.859  220.091   -0.816    3.283   45.328  239.904    0.687   -1.414    0.408 1
  94.911    3.605   61.091  154.299    2.000  237.212   -0.262    1.210    1.167  322.612    1.537    1.058    0.871 0
  83.310   38.034   32.935  217.122    1.538  185.709   -0.589    0.845   24.857  312.903    2.472    1.042    0.231 0
 122.468   15.359   72.465  165.099    1.259  117.888    0.028    1.397   57.006  269.471    0.728    1.349    0.869 0
  89.955   12.798   59.835  275.975    0.537   81.382    3.081    0.638    7.490  460.025    0.901    1.252    0.001 0
 187.452   67.308  123.462  147.827    2.098  527.527    0.064    2.927  106.083  569.607    2.511   -1.391    0.759 0
 109.114   78.882   73.212   71.371    2.791  211.966   -0.988    2.447   36.765  183.919    0.857    0.800    0.712 1
 149.309   21.624  116.242  123.523    2.729  162.826   -1.855    1.937   46.030  313.497    2.742    1.347    0.872 0
 124.638   24.262   81.666  130.038    0.448  697.766    0.920    1.654   51.687  809.756    0.636    0.875    0.000 0
 158.853   52.625  115.414   54.094    3.470  175.239    0.505    2.639    5.356  180.214    0.688    1.249    0.988 0
  82.722   64.118   54.047  155.997    1.161  938.152   -0.335    1.033    0.911  923.126    1.716    0.991    0.000 0
 122.134    4.642   84.662  198.923    1.076  116.937    0.310    1.354   25.191  325.970    2.803    0.906    0.000 1
  94.197  122.505   78.432   94.212    2.432  168.486   -1.271    1.375   21.375  233.548    1.290   -0.293    0.180 0
 135.635   14.239   99.492   97.415    6.384 1491.489   -9.993    1.831    9.751  246.569    0.655    1.347    0.930 1
 124.579   57.227   61.129  114.644    0.836  119.116   -0.129    1.858   17.130  227.971    2.073    1.411    0.480 0
  98.314   53.382   60.913  139.908    3.463  581.087   -1.305    1.401    1.055  320.378    2.823    1.388    0.771 1
 169.243   31.413   83.118   67.271    0.343   62.844    3.242    2.820   22.026  161.784    0.605   -1.326    0.773 1
 121.223    6.594   81.427   45.754    6.134 1211.906   -8.398    2.291   28.009  218.551    0.690    0.610    0.618 1
 159.397   21.552  118.023   59.512    1.543   84.953   -0.362    2.423   26.163  217.868    1.437    1.401    0.609 1
 207.460  122.420  179.010   78.745    0.159   66.246    0.634    2.149   21.929  300.435    1.162   -1.204    0.000 0
 106.256   29.874   68.798   77.953    2.739  213.733   -0.667    2.352   33.614  178.951    2.261    1.398    0.075 1
 127.877   26.695   98.512   97.782    2.935  261.846   -1.692    1.677   34.230  297.064    0.588   -0.039    0.943 1
  68.176   69.869   60.701    6.323    1.566  172.564    2.131    1.728   53.011  244.993    0.679   -1.358    0.458 0
 122.536   75.361   66.674  199.351    4.652  961.663   -5.384    1.214   25.949  301.907    0.906    0.880    0.487 1
  76.548    6.697   48.302  185.456    0.841  385.440   -0.146    0.966  136.802  699.260    2.803    1.112    0.000 0
  91.523    2.304   66.416   92.380    0.198  103.215    0.030    1.764    8.326  231.088    2.342    0.944    0.000 0
 110.475   11.986   68.407   33.226    0.492   86.868    0.013    2.465    9.810  164.483    0.682   -0.062    0.000 0
 126.177   13.879   71.925  182.935    0.556   62.296    0.870    1.181   67.369  442.011    0.233    0.668    0.000 1
  80.194   66.133   54.276   82.578    0.588   39.692    0.588    1.667   40.653  183.320    0.921    0.333    0.000 0
 130.473   12.919   98.869  102.264    5.624 1234.425   -7.903    1.745   26.378  267.252    0.709    0.543    0.929 1
 141.054   37.437   98.447  179.470    3.276  464.893   -1.990    1.403   10.741  371.128    1.333    1.308    1.000 1
  91.546   43.828   62.319   41.355    0.623  116.021    0.015    2.888    1.847  179.006    0.870   -1.411    0.000 0
 316.271  123.044  229.683   20.653    3.616  354.842   -2.138    3.422   17.259  276.197    1.404   -1.410    0.220 0
 100.126    8.147   66.291   32.572    2.221  195.706   -1.230    2.571    0.549  185.774    0.944    0.159    0.029 0
  55.212  106.757   52.370   56.599    3.966  300.960   -3.259    1.063   23.043  184.152    1.990   -1.304    0.800 0
  92.673   15.451   53.595  243.817    1.204  464.325    1.608    1.206   63.253  668.230    4.929    1.175    0.002 0
  97.347   27.994   53.649  132.478    2.473  193.222    0.575    1.371   28.733  225.287    0.767    1.412    0.962 1
 128.879   29.787  101.920  240.424    1.416  218.863    1.190    0.966  117.966  535.791    0.445    1.145    0.018 1
  73.771   13.671   51.028   34.750    5.159  521.186   -6.635    2.522   45.496  130.014    1.441    1.381    0.755 1
 141.461   23.477   97.883   96.685    1.291   92.901    4.076    1.792    5.796  238.703    0.742    0.379    0.000 1
 103.554    2.125   57.560   79.759    0.639   93.327    0.573    2.476    1.833  176.447    1.568    0.927    0.134 1
  98.553   12.134   62.791   57.426    2.593  130.435    3.339    1.964   29.825  150.041    0.666    0.477    0.681 1
 134.532    4.699   75.318  106.879    0.681  221.786    0.033    2.787   79.004  415.666    1.918    0.730    0.036 1
